fault_id,variant,anomaly_quantile,n_runs,mean_tpr,mean_fpr,mean_precision,mean_recall,mean_f1
cpu_hog_like,paper_fidelity_smoke,0.85,1,0.0,1.0,0.0,0.0,0.0
mem_leak,paper_fidelity_smoke,0.85,1,1.0,0.8333333333333334,0.16666666666666666,1.0,0.2857142857142857
net_hog_like_latency,paper_fidelity_smoke,0.85,1,0.0,0.0,0.0,0.0,0.0
