run_id,variant,fault_id,fault_family,repeat_idx,tp,fp,fn,tn,tpr,fpr,precision,recall,f1,mean_lead_time_s,median_lead_time_s,num_scored_alarms,pending_window_s
20260328T194046Z-paper_fidelity-mem_leak-r01,paper_fidelity,mem_leak,paper_aligned,1,8,195,0,8,1.0,0.9605911330049262,0.03940886699507389,1.0,0.07582938388625593,47.13844230771065,47.15946412086487,203,60.0
20260328T194046Z-paper_fidelity-cpu_hog_like-r01,paper_fidelity,cpu_hog_like,paper_aligned,1,8,203,0,8,1.0,0.9620853080568721,0.037914691943127965,1.0,0.07305936073059362,44.27991324663162,45.04027557373047,211,60.0
20260328T194046Z-paper_fidelity-net_hog_like_latency-r01,paper_fidelity,net_hog_like_latency,paper_aligned,1,5,211,0,5,1.0,0.9768518518518519,0.023148148148148147,1.0,0.04524886877828054,46.73780517578125,46.7372624874115,216,60.0
20260328T194046Z-current_default-mem_leak-r01,current_default,mem_leak,paper_aligned,1,5,228,0,5,1.0,0.9785407725321889,0.02145922746781116,1.0,0.04201680672268908,54.315360116958615,54.32181644439697,233,60.0
20260328T194046Z-current_default-cpu_hog_like-r01,current_default,cpu_hog_like,paper_aligned,1,5,235,0,5,1.0,0.9791666666666666,0.020833333333333332,1.0,0.04081632653061225,51.98776445388794,52.06750702857971,240,60.0
20260328T194046Z-current_default-net_hog_like_latency-r01,current_default,net_hog_like_latency,paper_aligned,1,2,240,0,2,1.0,0.9917355371900827,0.008264462809917356,1.0,0.01639344262295082,54.23450589179993,54.23450589179993,242,60.0
