fault_id,variant,anomaly_quantile,n_runs,mean_tpr,mean_fpr,mean_alarm_fp_fraction,mean_paper_af,mean_paper_at,mean_precision,mean_recall,mean_f1
cpu_hog_like,paper_fidelity_research_anchor,0.85,8,0.75,0.0,0.0,0.0,0.75,0.75,0.75,0.75
mem_leak,paper_fidelity_research_anchor,0.85,8,0.9249999999999999,0.0,0.0,0.0,0.9249999999999999,1.0,0.9249999999999999,0.9583333333333335
net_hog_like_latency,paper_fidelity_research_anchor,0.85,8,0.125,0.0,0.0,0.0,0.125,0.125,0.125,0.125
