fault_family,anomaly_quantile,f1
paper_aligned,0.85,0.0
paper_aligned,0.85,0.0
paper_aligned,0.85,0.0
paper_aligned,0.85,0.0
paper_aligned,0.85,0.10071942446043167
paper_aligned,0.85,0.09326424870466321
paper_aligned,0.85,0.16
paper_aligned,0.85,0.21999999999999997
paper_aligned,0.95,0.0
paper_aligned,0.95,0.0
paper_aligned,0.95,0.0
paper_aligned,0.95,0.0
paper_aligned,0.85,0.0
paper_aligned,0.85,0.0
paper_aligned,0.85,0.0
paper_aligned,0.85,0.0
