fault_id,variant,anomaly_quantile,n_runs,mean_tpr,mean_fpr,mean_precision,mean_recall,mean_f1
cpu_hog_like,current_default,0.99,3,0.0,0.0,0.0,0.0,0.0
cpu_hog_like,paper_fidelity,0.85,3,0.0,0.0,0.0,0.0,0.0
mem_leak,current_default,0.99,3,0.0,0.0,0.0,0.0,0.0
mem_leak,paper_fidelity,0.85,3,0.0,0.0,0.0,0.0,0.0
net_hog_like_latency,current_default,0.99,3,0.0,0.0,0.0,0.0,0.0
net_hog_like_latency,paper_fidelity,0.85,3,0.0,0.0,0.0,0.0,0.0
