fault_id,variant,anomaly_quantile,n_runs,mean_tpr,mean_fpr,mean_alarm_fp_fraction,mean_paper_af,mean_paper_at,mean_precision,mean_recall,mean_f1
disk_fill,paper_fidelity_research_anchor,0.85,2,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
lock_convoy,paper_fidelity_research_anchor,0.85,4,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
