fault_id,variant,anomaly_quantile,n_runs,mean_tpr,mean_fpr,mean_alarm_fp_fraction,mean_paper_af,mean_paper_at,mean_precision,mean_recall,mean_f1
cpu_hog_like,paper_fidelity_anchor,0.85,10,0.0,0.1,0.1,0.004545454545454545,0.0,0.0,0.0,0.0
cpu_hog_like,screen_smooth_streak,0.88,10,0.6,0.9945804146805719,0.9945804146805719,1.0,0.6,0.0054195853194280936,0.6,0.010738763784919877
cpu_hog_like,screen_threshold,0.95,10,0.6,0.9955322374832777,0.9955322374832777,1.0,0.6,0.0044677625167222745,0.6,0.0088570571534402
cpu_hog_like,screen_training_topology,0.8,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mem_leak,paper_fidelity_anchor,0.85,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mem_leak,screen_smooth_streak,0.88,10,0.4,0.9908773967438924,0.9908773967438924,1.0,0.4,0.00912260325610775,0.4,0.017655850675428988
mem_leak,screen_threshold,0.95,10,0.6,0.9963012297147577,0.9963012297147577,1.0,0.6,0.003698770285242283,0.6,0.007334237752523044
mem_leak,screen_training_topology,0.8,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
