run_id,variant,fault_id,fault_family,repeat_idx,tp,fp,fn,tn,tpr,fpr,precision,recall,f1,mean_lead_time_s,median_lead_time_s,num_scored_alarms,pending_window_s
20260328T195223Z-paper_fidelity-cpu_hog_like-r01,paper_fidelity,cpu_hog_like,paper_aligned,1,15,268,0,15,1.0,0.9469964664310954,0.053003533568904596,1.0,0.10067114093959732,36.220703013737996,29.040218591690063,283,60.0
20260328T195223Z-paper_fidelity-cpu_hog_like-r02,paper_fidelity,cpu_hog_like,paper_aligned,2,5,290,0,5,1.0,0.9830508474576272,0.01694915254237288,1.0,0.03333333333333333,25.230375814437867,25.218048810958862,295,60.0
20260328T195223Z-paper_fidelity-lock_convoy-r01,paper_fidelity,lock_convoy,extended,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,60.0
20260328T195223Z-paper_fidelity-mem_leak-r01,paper_fidelity,mem_leak,paper_aligned,1,6,253,0,6,1.0,0.9768339768339769,0.023166023166023165,1.0,0.045283018867924525,22.127288103103638,22.09714162349701,259,60.0
20260328T195223Z-paper_fidelity-mem_leak-r02,paper_fidelity,mem_leak,paper_aligned,2,12,263,0,12,1.0,0.9563636363636364,0.04363636363636364,1.0,0.08362369337979095,42.36891257762909,48.22864496707916,275,60.0
20260328T195223Z-paper_fidelity-net_hog_like_latency-r01,paper_fidelity,net_hog_like_latency,paper_aligned,1,17,288,0,17,1.0,0.9442622950819672,0.05573770491803279,1.0,0.10559006211180125,30.477431549745447,25.649433374404907,305,60.0
20260328T195223Z-paper_fidelity-net_hog_like_latency-r02,paper_fidelity,net_hog_like_latency,paper_aligned,2,6,305,0,6,1.0,0.9807073954983923,0.01929260450160772,1.0,0.03785488958990536,22.959641615549724,22.95636248588562,311,60.0
