run_id,variant,fault_id,fault_family,repeat_idx,tp,fp,fn,tn,tpr,fpr,precision,recall,f1,mean_lead_time_s,median_lead_time_s,num_scored_alarms,pending_window_s
20260328T200447Z-paper_fidelity-cpu_hog_like-r01,paper_fidelity,cpu_hog_like,paper_aligned,1,13,391,0,13,1.0,0.9678217821782178,0.03217821782178218,1.0,0.06235011990407674,35.04411968818078,28.072465658187866,404,60.0
20260328T200447Z-paper_fidelity-cpu_hog_like-r02,paper_fidelity,cpu_hog_like,paper_aligned,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,60.0
20260328T200447Z-paper_fidelity-mem_leak-r01,paper_fidelity,mem_leak,paper_aligned,1,15,358,0,15,1.0,0.9597855227882037,0.040214477211796246,1.0,0.07731958762886598,37.424734369913736,43.84034323692322,373,60.0
20260328T200447Z-paper_fidelity-mem_leak-r02,paper_fidelity,mem_leak,paper_aligned,2,15,375,0,15,1.0,0.9615384615384616,0.038461538461538464,1.0,0.07407407407407407,36.66872760454814,43.01061010360718,390,60.0
