fault_id,variant,anchor_variant,delta_mean_tpr,delta_mean_fpr,delta_mean_precision,delta_mean_recall,delta_mean_f1,delta_mean_lead_time_s
cpu_hog_like,current_default,paper_fidelity,0.0,0.020309963099631068,-0.020309963099630998,0.0,-0.03952205882352941,8.453843315442406
mem_leak,current_default,paper_fidelity,0.0,0.04732159180937301,-0.047321591809372905,0.0,-0.09003942486085344,27.601891030867893
net_hog_like_latency,current_default,paper_fidelity,-1.0,0.04397705544933084,-0.04397705544933078,-1.0,-0.08424908424908424,-32.31511635365693
