fault_id,variant,anomaly_quantile,n_runs,mean_tpr,mean_fpr,mean_precision,mean_recall,mean_f1
mem_leak,minimal_ubl,0.85,1,1.0,0.6842105263157895,0.3157894736842105,1.0,0.4799999999999999
