run_id,variant,fault_id,fault_family,study_scope,ablation_block,hypothesis_id,interpretation_note,faithfulness_label,intensity_level,duration_level,pending_level,train_mode,repeat_idx,seed_idx,run_seed,loadgen_seed,tp,fp,fn,tn,tpr,fpr,precision,recall,f1,mean_lead_time_s,median_lead_time_s,num_scored_alarms,pending_window_s,som_smooth_k,anomaly_streak,anomaly_quantile,som_kfold,som_rows,som_cols,som_lr,som_sigma,poll_sec,bootstrap_target,expected_bootstrap_vectors,effective_bootstrap_vectors,required_bootstrap_vectors,bootstrap_vectors_ok,coverage_ok,observability_limited,top_feature,top_effect_size,degenerate_features,normal_variance_score,matching_mode
20260328T232700Z-minimal_ubl-mem_leak-ibase-dbase-wbase-s01-r01,minimal_ubl,mem_leak,paper_aligned,extended,decision,H-minimal,Fast single-run sanity; reduced bootstrap for wall-clock.,extended-beyond-paper,base,base,base,fresh_bootstrap,1,1,2970075567,2970075567,6,13,0,6,1.0,0.6842105263157895,0.3157894736842105,1.0,0.4799999999999999,6.022510011990865,5.961944103240967,19,60.0,3,2,0.85,2,16,16,0.25,3.0,2.0,30,37,37,30,True,True,False,proc_mem_bytes,297268053.33333343,"db_inflight,disk_fill_mb,open_fds_sim,retry_rate",31299749.601139348,many_to_many
