run_id,variant,fault_id,fault_family,repeat_idx,tp,fp,fn,tn,tpr,fpr,precision,recall,f1,mean_lead_time_s,median_lead_time_s,num_scored_alarms,pending_window_s
20260328T192927Z-paper_fidelity-mem_leak-r01,paper_fidelity,mem_leak,paper_aligned,1,0,82,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,82,60.0
20260328T192927Z-paper_fidelity-cpu_hog_like-r01,paper_fidelity,cpu_hog_like,paper_aligned,1,0,82,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,82,60.0
20260328T192927Z-paper_fidelity-net_hog_like_latency-r01,paper_fidelity,net_hog_like_latency,paper_aligned,1,0,82,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,82,60.0
20260328T192927Z-current_default-mem_leak-r01,current_default,mem_leak,paper_aligned,1,0,82,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,82,60.0
20260328T192927Z-current_default-cpu_hog_like-r01,current_default,cpu_hog_like,paper_aligned,1,0,82,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,82,60.0
20260328T192927Z-current_default-net_hog_like_latency-r01,current_default,net_hog_like_latency,paper_aligned,1,0,82,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,82,60.0
