variant,fault_id,n_runs_with_som,mean_som_cols,mean_som_dim,mean_som_init_trials,mean_som_kfold,mean_som_lr,mean_som_neighbor_dist_h_mean,mean_som_neighbor_dist_v_mean,mean_som_quantization_mean_bmu_dist,mean_som_quantization_n_samples,mean_som_rows,mean_som_scale_max,mean_som_scale_mean,mean_som_scale_min,mean_som_scale_std,mean_som_selected_fold,mean_som_selected_init,mean_som_sigma,mean_som_threshold_saved,mean_som_training_steps,mean_som_umatrix_mean,mean_som_unit_weight_l2_mean,mean_som_unit_weight_l2_std,mean_som_validation_accuracy,mean_som_weight_frobenius,mean_som_weight_mean,mean_som_weight_std
paper_fidelity_replication_smoke,cpu_hog_like,1,32.0,9.0,3.0,3.0,0.7,1.3283328679679498,1.4963422254116754,1102.4032384998616,8.0,32.0,82845696.0,9205080.457641384,0.04591715542521992,26035889.31037719,2.0,1.0,4.0,4.345906918281696,964.0,1.4123375466898125,210.27956300179608,10.779117909758694,0.9166666666666666,6737.78097114459,52.02938731571073,47.10528361388945
paper_fidelity_replication_smoke,mem_leak,2,32.0,9.0,3.0,3.0,0.7,2.145246004350922,1.314154040381766,63487.73997578373,31.5,32.0,83183616.0,9242627.229542688,0.04537493201405739,26142087.28361495,1.0,1.5,4.0,7.091521731303802,962.5,1.729700022366344,201.3376630661382,11.389804468158804,0.9,6453.409017647691,49.3574132744741,45.6274517451735
