fault_id,variant,anomaly_quantile,n_runs,mean_tpr,mean_fpr,mean_precision,mean_recall,mean_f1
cpu_hog_like,paper_fidelity_replication_smoke,0.85,1,0.0,1.0,0.0,0.0,0.0
mem_leak,paper_fidelity_replication_smoke,0.85,2,1.0,0.8747464503042597,0.12525354969574037,1.0,0.22195512820512822
