variant,fault_id,n_runs_with_som,mean_som_cols,mean_som_dim,mean_som_init_trials,mean_som_kfold,mean_som_lr,mean_som_neighbor_dist_h_mean,mean_som_neighbor_dist_v_mean,mean_som_quantization_mean_bmu_dist,mean_som_quantization_n_samples,mean_som_rows,mean_som_scale_max,mean_som_scale_mean,mean_som_scale_min,mean_som_scale_std,mean_som_selected_fold,mean_som_selected_init,mean_som_sigma,mean_som_threshold_saved,mean_som_training_steps,mean_som_umatrix_mean,mean_som_unit_weight_l2_mean,mean_som_unit_weight_l2_std,mean_som_validation_accuracy,mean_som_weight_frobenius,mean_som_weight_mean,mean_som_weight_std
ubl_roc_sweep,mem_leak,5,16.0,9.0,2.0,2.0,0.25,30.51279457223714,29.701731704607777,54964.23439560198,18.0,16.0,79351534.93333334,8816840.173475118,0.047401037053013795,24937780.48681005,0.2,0.4,3.0,13.729675850513479,135.0,30.107263138422457,179.17205872787616,18.96954286238826,0.8666666666666668,2882.885767237688,43.635854205856745,41.25858502368366
