fault_id,variant,anchor_variant,delta_mean_tpr,delta_mean_fpr,delta_mean_precision,delta_mean_recall,delta_mean_f1,delta_mean_lead_time_s
cpu_hog_like,current_default,paper_fidelity,0.0,0.0,0.0,0.0,0.0,0.0
mem_leak,current_default,paper_fidelity,0.0,0.0,0.0,0.0,0.0,0.0
net_hog_like_latency,current_default,paper_fidelity,0.0,0.0,0.0,0.0,0.0,0.0
