variant,fault_id,n_runs_with_som,mean_som_cols,mean_som_dim,mean_som_init_trials,mean_som_kfold,mean_som_lr,mean_som_neighbor_dist_h_mean,mean_som_neighbor_dist_v_mean,mean_som_quantization_mean_bmu_dist,mean_som_quantization_n_samples,mean_som_rows,mean_som_scale_max,mean_som_scale_mean,mean_som_scale_min,mean_som_scale_std,mean_som_selected_fold,mean_som_selected_init,mean_som_sigma,mean_som_threshold_saved,mean_som_training_steps,mean_som_umatrix_mean,mean_som_unit_weight_l2_mean,mean_som_unit_weight_l2_std,mean_som_validation_accuracy,mean_som_weight_frobenius,mean_som_weight_mean,mean_som_weight_std
minimal_ubl,mem_leak,1,16.0,9.0,2.0,2.0,0.25,35.70894000816604,34.76349868694153,53032.57803476536,16.0,16.0,79331328.0,8814594.944735095,0.09562757054724087,24931430.065250255,0.0,1.0,3.0,25.46518731558932,135.0,35.236219347553785,159.11154180054558,17.878453310884208,0.8,2561.8054546931694,38.691938295387075,36.76128250913794
